"32239","32239","","Palm Warbler","Setophaga palmarum","(Gmelin, JF, 1789)","NA : n","","",""
"32240","32240","","","    S. p. palmarum","(Gmelin, JF, 1789)","c, sc Canada","","",""
"32241","32241","","","    S. p. hypochrysea","(Ridgway, 1876)","se Canada and ne USA","","",""
"32242","32242","","Olive-capped Warbler","Setophaga pityophila","(Gundlach, 1855)","NA : Cuba and Bahamas","","",""
"32243","32243","","Pine Warbler","Setophaga pinus","(Linnaeus, 1766)","NA : e","","",""
"32244","32244","","","    S. p. pinus","(Linnaeus, 1766)","se Canada and e USA","","",""
"32245","32245","","","    S. p. florida","(Maynard, 1906)","s Florida","","",""
"32246","32246","","","    S. p. achrustera","(Bangs, 1900)","Bahamas","","",""
"32247","32247","","","    S. p. chrysoleuca","(Griscom, 1923)","Hispaniola","","",""
"32248","32248","","Myrtle Warbler","Setophaga coronata","(Linnaeus, 1766)","NA : Alaska, nw, sc, se Canada and nc, ne USA","TAX","Brelsford &amp; Irwin (2009) demonstrate lack of free interbreeding between Audubon&#39;s and Myrtle Warblers in the narrow and stable hybrid zone, confirming validity of original split.",""
"32249","32249","","","    S. c. hooveri","(McGregor, 1899)","Alaska and nw Canada","SSP","Add (Curson 2010).",""
"32250","32250","","","    S. c. coronata","(Linnaeus, 1766)","sc, se Canada to nc, ne USA","","",""
"32251","32251","","Audubon&#39;s Warbler","Setophaga auduboni","(Townsend, JK, 1837)","NA, MA : n,w, nc Mexico","AS","See Milá et al. (2007a); Brelsford &amp; Irwin (2009); Brelsford et al. (2011) (hybrid origin).",""
"32252","32252","","","    S. a. auduboni","(Townsend, JK, 1837)","sw Canada and w USA","","",""
"32253","32253","","","    S. a. nigrifrons","(Brewster, 1889)","nc Mexico","AL","Broad clines of genetic markers suggest that nigrifrons is conspecific with auduboni (Brelsford et al. 2011).",""
"32254","32254","","Goldman&#39;s Warbler","Setophaga goldmani","(Nelson, 1897)","MA : s Chiapas (se Mexico) and w Guatemala","AS","See Milá et al. (2007a).",""
"32255","32255","","Yellow-throated Warbler","Setophaga dominica","(Linnaeus, 1766)","NA : e, se USA","","",""
"32256","32256","","","    S. d. albilora","(Ridgway, 1873)","ec USA","","",""
"32257","32257","","","    S. d. dominica","(Linnaeus, 1766)","e, se USA","","",""
"32258","32258","","","    S. d. stoddardi","(Sutton, 1951)","nw Florida and s Alabama (se USA)","","",""
"32259","32259","","Bahama Warbler","Setophaga flavescens","(Todd, 1909)","NA : Bahamas","AS","Bahama Warbler is split from Yellow-throated Warbler (McKay et al. 2010; NACC 2010-B-8).",""
"32260","32260","","Vitelline Warbler","Setophaga vitellina","(Cory, 1886)","NA : Cayman Is. and Swan Is.","","",""
"32261","32261","","","    S. v. crawfordi","(Nicoll, 1904)","Little Cayman I. and Cayman Brac","","",""
"32262","32262","","","    S. v. vitellina","(Cory, 1886)","Grand Cayman I.","","",""
"32263","32263","","","    S. v. nelsoni","(Bangs, 1919)","Swan I. (n of Honduras)","","",""
"32264","32264","","Prairie Warbler","Setophaga discolor","(Vieillot, 1809)","NA : e, se USA","","",""
"32265","32265","","","    S. d. discolor","(Vieillot, 1809)","se Canada and e USA","","",""
"32266","32266","","","    S. d. paludicola","(Howell, AH, 1930)","s Florida (extreme se USA)","","",""
"32267","32267","","Adelaide&#39;s Warbler","Setophaga adelaidae","(Baird, SF, 1865)","NA : Puerto Rico","","",""
"32268","32268","","Barbuda Warbler","Setophaga subita","(Riley, 1904)","NA : Barbuda","","",""
"32269","32269","","St. Lucia Warbler","Setophaga delicata","(Ridgway, 1883)","NA : St Lucia","","",""
"32270","32270","","Grace&#39;s Warbler","Setophaga graciae","(Baird, SF, 1865)","NA : sw USA and Mexico to Nicaragua","","",""
"32271","32271","","","    S. g. graciae","(Baird, SF, 1865)","sw USA and nw Mexico","","",""
"32272","32272","","","    S. g. yaegeri","(Phillips, AR &amp; Webster, JD, 1961)","w Mexico","","",""
"32273","32273","","","    S. g. remota","(Griscom, 1935)","s Mexico to w Nicaragua","","",""
"32274","32274","","","    S. g. decora","(Ridgway, 1873)","Belize to ne Nicaragua","","",""
"32275","32275","","Black-throated Grey Warbler","Setophaga nigrescens","(Townsend, JK, 1837)","NA : w","","",""
"32276","32276","","","    S. n. nigrescens","(Townsend, JK, 1837)","sw Canada and coastal w USA","","",""
"32277","32277","","","    S. n. halseii","(Giraud Jr, 1841)","inland w USA and n, nw Mexico","","",""
"32278","32278","","Townsend&#39;s Warbler","Setophaga townsendi","(Townsend, JK, 1837)","NA : se Alaska, w Canada and nw USA","","",""
"32279","32279","","Hermit Warbler","Setophaga occidentalis","(Townsend, JK, 1837)","NA : w USA","","",""
"32280","32280","","Golden-cheeked Warbler","Setophaga chrysoparia","(Sclater, PL &amp; Salvin, 1860)","NA : sc Texas (sc USA)","","",""
"32281","32281","","Black-throated Green Warbler","Setophaga virens","(Gmelin, JF, 1789)","NA : c Canada to se Canada and ne, e and nc USA","","",""
"32282","32282","","","Myiothlypis","Cabanis, 1851","","PHY, TAX","Assign 16 species from Basileuterus, Phaeothlypis, Euthlypis to Myiothlypis (Lovette et al. 2010).",""
"32283","32283","","Citrine Warbler","Myiothlypis luteoviridis","(Bonaparte, 1845)","SA : Venezuela to n Bolivia","","",""
"32284","32284","","","    M. l. luteoviridis","(Bonaparte, 1845)","e Colombia, sw Venezuela and e Ecuador","","",""
"32285","32285","","","    M. l. quindiana","(Meyer de Schauensee, 1946)","c Colombia","","",""
"32286","32286","","","    M. l. richardsoni","(Chapman, 1912)","w Colombia","","",""
"32287","32287","","","    M. l. striaticeps","Cabanis, 1873","n, c Peru","","",""
"32288","32288","","","    M. l. euophrys","(Sclater, PL &amp; Salvin, 1876)","s Peru to c Bolivia","","",""
"32289","32289","","Santa Marta Warbler","Myiothlypis basilica","(Todd, 1913)","SA : ne Colombia","PHY, TAX","Move Santa Marta Warbler from Basileuterus to Myiothlypis (Gutiérrez-Pinto et al. 2012).",""
"32290","32290","","White-striped Warbler","Myiothlypis leucophrys","(Pelzeln, 1868)","SA : sc Brazil","","",""
"32291","32291","","Flavescent Warbler","Myiothlypis flaveola","Baird, SF, 1865","SA : Colombia and Venezuela to ne Argentina","","",""
"32292","32292","","","    M. f. pallidirostris","(Oren, 1985)","ne Colombia and n Venezuela","","",""
"32293","32293","","","    M. f. flaveola","Baird, SF, 1865","ne to sw Brazil, e Bolivia, c Paraguay and nc Argentina","","",""
"32294","32294","","White-rimmed Warbler","Myiothlypis leucoblephara","(Vieillot, 1817)","SA : se","","",""
"32295","32295","","","    M. l. leucoblephara","(Vieillot, 1817)","se Brazil to ne Argentina","","",""
"32296","32296","","","    M. l. lemurum","(Olson, 1975)","Uruguay","","",""
"32297","32297","","Pale-legged Warbler","Myiothlypis signata","(Berlepsch &amp; Stolzmann, 1906)","SA : Peru to nw Argentina","","",""
"32298","32298","","","    M. s. signata","(Berlepsch &amp; Stolzmann, 1906)","sc Peru","","",""
"32299","32299","","","    M. s. flavovirens","(Todd, 1929)","s Peru, Bolivia and n Argentina","","",""
"32300","32300","","Black-crested Warbler","Myiothlypis nigrocristata","(Lafresnaye, 1840)","SA : Venezuela to Peru","","",""
"32301","32301","","Buff-rumped Warbler","Myiothlypis fulvicauda","(Spix, 1825)","MA, SA : Honduras to n Bolivia","PS","See Lovette (2004) re species structure in the Buff-rumped Warbler complex.",""
"32302","32302","","","    M. f. leucopygia","(Sclater, PL &amp; Salvin, 1873)","Honduras to w Panama","","",""
"32303","32303","","","    M. f. veraguensis","(Sharpe, 1885)","sw Costa Rica to c Panama","","",""
"32304","32304","","","    M. f. semicervina","(Sclater, PL, 1860)","e Panama to nw Peru","","",""
"32305","32305","","","    M. f. motacilla","(Miller, AH, 1952)","n Colombia","","",""
"32306","32306","","","    M. f. fulvicauda","(Spix, 1825)","w Amazonia","","",""
"32307","32307","","","    M. f. significans","(Zimmer, JT, 1949)","se Peru and nw Bolivia","","",""
"32308","32308","","Riverbank Warbler","Myiothlypis rivularis","(Wied-Neuwied, 1821)","SA : n, se, sc","","",""
"32309","32309","","","    M. r. mesoleuca","(Sclater, PL, 1865)","e Venezuela, the Guianas and n Brazil","","",""
"32310","32310","","","    M. r. rivularis","(Wied-Neuwied, 1821)","se Brazil, e Paraguay and ne Argentina","","",""
"32311","32311","","","    M. r. boliviana","(Sharpe, 1885)","ec Bolivia","","",""
"32312","32312","","Two-banded Warbler","Myiothlypis bivittata","(d&#39;Orbigny &amp; Lafresnaye, 1837)","SA : Peru to nw Argentina","","",""
"32313","32313","","","    M. b. bivittata","(d&#39;Orbigny &amp; Lafresnaye, 1837)","s Peru to c Bolivia","","",""
"32314","32314","","","    M. b. argentinae","(Zimmer, JT, 1949)","s Bolivia and n Argentina","","",""
"32315","32315","","Roraiman Warbler","Myiothlypis roraimae","(Sharpe, 1885)","SA : se Venezuela, w Guyana and n Brazil","AS","Restore Roraiman Warbler to species status (Hilty 2003; IOC 1.0); SACC 67, 630.",""
"32316","32316","","Cuzco Warbler","Myiothlypis chrysogaster","(Tschudi, 1844)","SA : Peru","","",""
"32317","32317","","Choco Warbler","Myiothlypis chlorophrys","(Berlepsch, 1907)","SA : Colombia and Ecuador","PL","Myiothlypis [Basileuterus] chlorophrys is split from M. chrysogaster (Ridgely &amp; Greenfield 2001); SACC 67 needs more published data.",""
"32318","32318","","White-lored Warbler","Myiothlypis conspicillata","(Salvin &amp; Godman, 1880)","SA : n Colombia","","",""
"32319","32319","","Grey-throated Warbler","Myiothlypis cinereicollis","(Sclater, PL, 1864)","SA : Venezuela and Colombia","","",""
"32320","32320","","","    M. c. pallidula","(Wetmore, 1941)","extreme nw of Perijá Mts. (n Colombia)","","",""
"32321","32321","","","    M. c. zuliensis","(Aveledo &amp; Peréz, 1994)","Perijá Mts. (n Colombia and nw Venezuela)","","",""
"32322","32322","","","    M. c. cinereicollis","(Sclater, PL, 1864)","c Colombia to w Venezuela","","",""
"32323","32323","","Grey-and-gold Warbler","Myiothlypis fraseri","(Sclater, PL, 1884)","SA : Ecuador, Peru","","",""
"32324","32324","","","    M. f. ochraceicrista","(Chapman, 1921)","w Ecuador","","",""
"32325","32325","","","    M. f. fraseri","(Sclater, PL, 1884)","sw Ecuador and nw Peru","","",""
"32326","32326","","Russet-crowned Warbler","Myiothlypis coronata","(Tschudi, 1844)","SA : Venezuela to c Bolivia","","",""
"32327","32327","","","    M. c. regulus","(Todd, 1929)","n, w Colombia and nw Venezuela","","",""
"32328","32328","","","    M. c. elata","(Todd, 1929)","sw Colombia and w Ecuador","","",""
"32329","32329","","","    M. c. orientalis","(Chapman, 1924)","ec Ecuador","","",""
"32330","32330","","","    M. c. castaneiceps","(Sclater, PL &amp; Salvin, 1877)","sw Ecuador and Piura (extreme nw Peru)","","",""
"32331","32331","","","    M. c. chapmani","(Todd, 1929)","Cajamarca (nw Peru)","","",""
"32332","32332","","","    M. c. inaequalis","(Zimmer, JT, 1949)","Amazonas and San Martín (nc Peru)","","",""
"32333","32333","","","    M. c. coronata","(Tschudi, 1844)","c Peru to w Bolivia","","",""
"32334","32334","","","    M. c. notia","(Todd, 1929)","c Bolivia","","",""
"32335","32335","","Grey-headed Warbler","Myiothlypis griseiceps","(Sclater, PL &amp; Salvin, 1868)","SA : n Venezuela","","",""
"32336","32336","","","Basileuterus","Cabanis, 1849","","","",""
"32337","32337","","Fan-tailed Warbler","Basileuterus lachrymosus","Bonaparte, 1850","MA : Mexico to Nicaragua","PHY, TAX","Assign Fan-tailed Warbler (Euthlypis lachrymosa) to Basileuterus (Lovette et al. 2010; AOU 2011).",""
"32338","32338","","","    B. l. tephrus","(Ridgway, 1902)","w Mexico","","",""
"32339","32339","","","    B. l. schistaceus","(Dickey &amp; Van Rossem, 1926)","sw Mexico","","",""
"32340","32340","","","    B. l. lachrymosus","Bonaparte, 1850","s Mexico to Nicaragua","","",""
"32341","32341","","Rufous-capped Warbler","Basileuterus rufifrons","(Swainson, 1838)","MA, SA : Mexico to c Guatemala","","",""
"32342","32342","","","    B. r. caudatus","Nelson, 1899","nw Mexico","","",""
"32343","32343","","","    B. r. dugesi","Ridgway, 1892","w, c Mexico","","",""
"32344","32344","","","    B. r. jouyi","Ridgway, 1892","ne, e Mexico","","",""
"32345","32345","","","    B. r. rufifrons","(Swainson, 1838)","s Mexico and c Guatemala","","",""
"32346","32346","","","    B. r. salvini","Cherrie, 1891","se Mexico, Belize and n Guatemala","","",""
"32347","32347","","Chestnut-capped Warbler","Basileuterus delattrii","Bonaparte, 1854","MA, SA : s Guatemala to n Colombia and w Venezuela","AS","Chestnut-capped Warbler B. delattrii, recognized in IOC 1.0, but (prematurely?) lumped to align with AOU treatment. Vocally and ecologically distinct. Intergradation between B. r. salvini and B. (r.) delattrii reported by Monroe (1968) not documented and contested (Howell &amp; Webb 1995; Navarro-Sigüenza comments; Demko et al. 2020). Re-split B. delattrii from B. rufifrons (Demko &amp; Mennill 2019; Demko et al. 2020; NACC 2021-B-8, Chesser et al. 2021).",""
"32348","32348","","","    B. d. delattrii","Bonaparte, 1854","s Guatemala to c Costa Rica","","",""
"32349","32349","","","    B. d. mesochrysus","Sclater, PL, 1860","s Costa Rica to n Colombia and w Venezuela","","",""
"32350","32350","","","    B. d. actuosus","Wetmore, 1957","Coiba I. (off s Panama)","","",""
"32351","32351","","Black-cheeked Warbler","Basileuterus melanogenys","Baird, SF, 1865","MA : Costa Rica and Panama","","",""
"32352","32352","","","    B. m. melanogenys","Baird, SF, 1865","c, s Costa Rica","","",""
"32353","32353","","","    B. m. eximius","Nelson, 1912","Chiriquí (w Panama)","","",""
"32354","32354","","","    B. m. bensoni","Griscom, 1927","Veraguas (w Panama)","","",""
"32355","32355","","Pirre Warbler","Basileuterus ignotus","Nelson, 1912","MA, SA : Panama and Colombia","","",""
"32356","32356","","Golden-browed Warbler","Basileuterus belli","(Giraud Jr, 1841)","MA : Mexico to Honduras","","",""
"32357","32357","","","    B. b. bateli","Moore, RT, 1946","w Mexico","","",""
"32358","32358","","","    B. b. belli","(Giraud Jr, 1841)","e Mexico","","",""
"32359","32359","","","    B. b. clarus","Ridgway, 1902","sw Mexico","","",""
"32360","32360","","","    B. b. scitulus","Nelson, 1900","se Mexico to w Honduras and nw El Salvador","","",""
"32361","32361","","","    B. b. subobscurus","Wetmore, 1940","c Honduras","","",""
"32362","32362","","Golden-crowned Warbler","Basileuterus culicivorus","(Deppe, 1830)","MA, SA : widespread","ENG, TAX","Correct English name for Basileuterus culicivorus is Golden-crowned Warbler, not Stripe-crowned Warbler (AOU 1998); includes White-bellied Warbler B. hypoleucus (Vilaça &amp; dos Santos 2010; SACC 493; IOC v2.11).",""
"32363","32363","","","    B. c. flavescens","Ridgway, 1902","wc Mexico","","",""
"32364","32364","","","    B. c. brasierii","(Giraud Jr, 1841)","ne, ec Mexico","","",""
"32365","32365","","","    B. c. culicivorus","(Deppe, 1830)","sc Mexico to n Costa Rica","","",""
"32366","32366","","","    B. c. godmani","Berlepsch, 1888","c Costa Rica to w Panama","","",""
"32367","32367","","","    B. c. occultus","Zimmer, JT, 1949","w Colombia","","",""
"32368","32368","","","    B. c. austerus","Zimmer, JT, 1949","c Colombia","","",""
"32369","32369","","","    B. c. indignus","Todd, 1916","n Colombia","","",""
"32370","32370","","","    B. c. cabanisi","Berlepsch, 1879","ne Colombia and nw Venezuela","","",""
"32371","32371","","","    B. c. olivascens","Chapman, 1893","n, ne Venezuela and Trinidad","","",""
"32372","32372","","","    B. c. segrex","Zimmer, JT &amp; Phelps, 1949","s Venezuela, w Guyana and  n Brazil","","",""
"32373","32373","","","    B. c. auricapilla","(Swainson, 1838)","c, e Brazil","","",""
"32374","32374","","","    B. c. azarae","Zimmer, JT, 1949","se, s Brazil, Paraguay, Uruguay and n Argentina","","",""
"32375","32375","","","    B. c. viridescens","Todd, 1913","e Bolivia","","",""
"32376","32376","","","    B. c. hypoleucus","Bonaparte, 1850","sw Brazil and ne Paraguay","","",""
"32377","32377","","Black-eared Warbler","Basileuterus melanotis","Lawrence, 1868","MA : Costa Rica and w Panama","AS, TAX","Black-eared Warbler is split from Three-striped Warbler (Gutiérrez-Pinto et al. 2012; Donegan 2014); includes chitrensis Griscom, 1927 as a junior synonym (Wetmore et al. 1984; Curson 2010).",""
"32378","32378","","Tacarcuna Warbler","Basileuterus tacarcunae","Chapman, 1924","MA, SA : e Panama and nw Colombia","AS","Tacarcuna Warbler is split from Three-striped Warbler (Gutiérrez-Pinto et al. 2012; Donegan 2014).",""
"32379","32379","","Three-banded Warbler","Basileuterus trifasciatus","Taczanowski, 1880","SA : Ecuador, Peru","","",""
"32380","32380","","","    B. t. nitidior","Chapman, 1924","sw Ecuador and Tumbes (extreme nw Peru)","","",""
"32381","32381","","","    B. t. trifasciatus","Taczanowski, 1880","Piura to La Libertad (nw Peru)","","",""
"32382","32382","","Yungas Warbler","Basileuterus punctipectus","Chapman, 1924","SA : se Peru to sc Bolivia","AS","Yungas Warbler is split from Three-striped Warbler (Gutiérrez-Pinto et al. 2012; Donegan 2014).",""
"32383","32383","","","    B. p. inconspicuus","Zimmer, JT, 1949","se Peru and nw Bolivia","","",""
"32384","32384","","","    B. p. punctipectus","Chapman, 1924","c Bolivia","","",""
"32385","32385","","","    B. p. canens","Zimmer, JT, 1949","sc Bolivia","","",""
"32386","32386","","Three-striped Warbler","Basileuterus tristriatus","(Tschudi, 1844)","SA : Venezuela to c Peru","TAX","See Gutiérrez-Pinto et al. (2012) and Donegan (2014) analyses of this species complex.",""
"32387","32387","","","    B. t. daedalus","Bangs, 1908","w Colombia and w Ecuador","","",""
"32388","32388","","","    B. t. sanlucasensis","Salaman, 2015","nc Colombia","SSP","Newly described subspecies: Salaman, 2015.",""
"32389","32389","","","    B. t. auricularis","Sharpe, 1885","c Colombia to w Venezuela","","",""
"32390","32390","","","    B. t. meridanus","Sharpe, 1885","nw Venezuela","","",""
"32391","32391","","","    B. t. bessereri","Hellmayr, 1922","n Venezuela","","",""
"32392","32392","","","    B. t. pariae","Phelps &amp; Phelps Jr, 1949","ne Venezuela","","",""
"32393","32393","","","    B. t. baezae","Chapman, 1924","ec Ecuador","","",""
"32394","32394","","","    B. t. tristriatus","(Tschudi, 1844)","s Ecuador to c Peru","","",""
"32395","32395","","","Cardellina","Du Bus de Gisignies, 1849","","PHY, TAX","Move two species (canadensis, pusilla) from Wilsonia and two species (ruber, versicolor) from Ergaticus to Cardellina.",""
"32396","32396","","Canada Warbler","Cardellina canadensis","(Linnaeus, 1766)","NA : c Canada to se Canada and ne, e, nc USA","","",""
"32397","32397","","Wilson&#39;s Warbler","Cardellina pusilla","(Wilson, A, 1811)","NA : w, n","","",""
"32398","32398","","","    C. p. pileolata","(Pallas, 1811)","Alaska, wc Canada and interior w USA","","",""
"32399","32399","","","    C. p. chryseola","(Ridgway, 1902)","coastal sw Canada and coastal w USA","","",""
"32400","32400","","","    C. p. pusilla","(Wilson, A, 1811)","c, s Canada and ne USA","","",""
"32401","32401","","Red-faced Warbler","Cardellina rubrifrons","(Giraud Jr, 1841)","NA, MA : sw USA and nw Mexico","","",""
"32402","32402","","Red Warbler","Cardellina rubra","(Swainson, 1827)","MA : Mexico","","",""
"32403","32403","","","    C. r. melanauris","(Moore, RT, 1937)","nw Mexico","","",""
"32404","32404","","","    C. r. rubra","(Swainson, 1827)","w, c Mexico","","",""
"32405","32405","","","    C. r. rowleyi","(Orr &amp; Webster, JD, 1968)","s Mexico","","",""
"32406","32406","","Pink-headed Warbler","Cardellina versicolor","Salvin, 1863","MA : s Mexico and Guatemala","","",""
"32407","32407","","","Myioborus","Baird, SF, 1865","","","",""
"32408","32408","","Painted Whitestart","Myioborus pictus","(Swainson, 1829)","NA, MA : sw USA to Nicaragua","","",""
"32409","32409","","","    M. p. pictus","(Swainson, 1829)","sw USA to sc Mexico","","",""
"32410","32410","","","    M. p. guatemalae","(Sharpe, 1885)","s Mexico to n Nicaragua","","",""
"32411","32411","","Slate-throated Whitestart","Myioborus miniatus","(Swainson, 1827)","MA, SA : Mexico to Bolivia and Guyana","","",""
"32412","32412","","","    M. m. miniatus","(Swainson, 1827)","w, sw Mexico","","",""
"32413","32413","","","    M. m. molochinus","Wetmore, 1942","e Mexico","","",""
"32414","32414","","","    M. m. intermedius","(Hartlaub, 1852)","s Mexico and e Guatemala","","",""
"32415","32415","","","    M. m. hellmayri","Van Rossem, 1936","s Guatemala and sw El Salvador","","",""
"32416","32416","","","    M. m. connectens","Dickey &amp; Van Rossem, 1928","El Salvador and Honduras to nc Nicaragua","","",""
"32417","32417","","","    M. m. comptus","Wetmore, 1944","w, c Costa Rica","","",""
"32418","32418","","","    M. m. aurantiacus","(Baird, SF, 1865)","e Costa Rica and w Panama","","",""
"32419","32419","","","    M. m. ballux","Wetmore &amp; Phelps, 1944","e Panama to n Ecuador and w Venezuela","","",""
"32420","32420","","","    M. m. sanctaemartae","Zimmer, JT, 1949","n Colombia","","",""
"32421","32421","","","    M. m. pallidiventris","(Chapman, 1899)","n Venezuela","","",""
"32422","32422","","","    M. m. subsimilis","Zimmer, JT, 1949","sw Ecuador and nw Peru","","",""
"32423","32423","","","    M. m. verticalis","(d&#39;Orbigny &amp; Lafresnaye, 1837)","s Ecuador to c Bolivia, se Venezuela, w Guyana and n Brazil","","",""
"32424","32424","","Brown-capped Whitestart","Myioborus brunniceps","(d&#39;Orbigny &amp; Lafresnaye, 1837)","SA : Bolivia and nw and wc  Argentina","","",""
"32425","32425","","Yellow-crowned Whitestart","Myioborus flavivertex","(Salvin, 1887)","SA : ne Colombia","","",""
"32426","32426","","White-fronted Whitestart","Myioborus albifrons","(Sclater, PL &amp; Salvin, 1871)","SA : w Venezuela","","",""
"32427","32427","","Golden-fronted Whitestart","Myioborus ornatus","(Boissonneau, 1840)","SA : Colombia and Venezuela","","",""
"32428","32428","","","    M. o. ornatus","(Boissonneau, 1840)","e Colombia and w Venezuela","","",""
"32429","32429","","","    M. o. chrysops","(Salvin, 1878)","c Colombia to n Ecuador","","",""
"32430","32430","","Spectacled Whitestart","Myioborus melanocephalus","(Tschudi, 1844)","SA : s Colombia to n Bolivia","","",""
"32431","32431","","","    M. m. ruficoronatus","(Kaup, 1852)","sw Colombia and Ecuador","","",""
"32432","32432","","","    M. m. griseonuchus","Chapman, 1927","nw Peru","","",""
"32433","32433","","","    M. m. malaris","Zimmer, JT, 1949","n Peru","","",""
"32434","32434","","","    M. m. melanocephalus","(Tschudi, 1844)","c Peru","","",""
"32435","32435","","","    M. m. bolivianus","Chapman, 1919","s Peru and w Bolivia","","",""
"32436","32436","","Collared Whitestart","Myioborus torquatus","(Baird, SF, 1865)","MA : Costa Rica and Panama","","",""
"32437","32437","","Paria Whitestart","Myioborus pariae","Phelps &amp; Phelps Jr, 1949","SA : ne Venezuela","","",""
"32438","32438","","White-faced Whitestart","Myioborus albifacies","Phelps &amp; Phelps Jr, 1946","SA : s Venezuela","","",""
"32439","32439","","Guaiquinima Whitestart","Myioborus cardonai","Zimmer, JT &amp; Phelps, 1945","SA : se Venezuela","","",""
"32440","32440","","Tepui Whitestart","Myioborus castaneocapilla","(Cabanis, 1849)","SA : tepuis","TAX","Correct spelling of species name; castaneocapilla is a noun not subject to gender agreement (Dickinson 2003; A Peterson, Zoonomen).",""
"32441","32441","","","    M. c. castaneocapilla","(Cabanis, 1849)","se Venezuela, w Guyana and n Brazil","","",""
"32442","32442","","","    M. c. duidae","Chapman, 1929","sc Venezuela","","",""
"32443","32443","","","    M. c. maguirei","Phelps &amp; Phelps Jr, 1961","extreme s Venezuela","","",""
"32444","32444","","","","","","","",""
"32445","32445","4","Mitrospingid Tanagers","Family Mitrospingidae","","","PHY, TAX, SEQ","Move Mitrospingus from Thraupidae to new family Mitrospingidae  which includes Olive-green Tanager Orthogonys and Red-billed Pied Tanager Lamprospiza. Family follows Parulidae (Barker et al. 2013; NACC 2017-B-6).",""
"32446","32446","","","Mitrospingus","Ridgway, 1898","","","",""
"32447","32447","","Dusky-faced Tanager","Mitrospingus cassinii","(Lawrence, 1861)","MA, SA : Costa Rica to Ecuador","","",""
"32448","32448","","","    M. c. costaricensis","Todd, 1922","Costa Rica and nw Panama","","",""
"32449","32449","","","    M. c. cassinii","(Lawrence, 1861)","c Panama through w Colombia to w Ecuador","","",""
"32450","32450","","Olive-backed Tanager","Mitrospingus oleagineus","(Salvin, 1886)","SA : tepuis","","",""
"32451","32451","","","    M. o. obscuripectus","Zimmer, JT &amp; Phelps, 1945","se Venezuela and n Brazil","","",""
"32452","32452","","","    M. o. oleagineus","(Salvin, 1886)","e Venezuela and Guyana","","",""
"32453","32453","","","Orthogonys","Strickland, 1844","","PHY, TAX, SEQ","Move Orthogonys from Thraupidae to new family Mitrospingidae (Barker et al. 2013, 2015; NACC 2017-B-6).",""
"32454","32454","","Olive-green Tanager","Orthogonys chloricterus","(Vieillot, 1819)","SA : se Brazil","","",""
"32455","32455","","","Lamprospiza","Cabanis, 1847","","PHY, TAX, SEQ","Move Lamprospiza from Thraupidae to new family Mitrospingidae (Barker et al. 2013, 2015; NACC 2017-B-6).",""
"32456","32456","","Red-billed Pied Tanager","Lamprospiza melanoleuca","(Vieillot, 1817)","SA : Amazonia","","",""
"32457","32457","","","","","","","",""
"32458","32458","53","Cardinals &amp; Allies","Family Cardinalidae","","","","",""
"32459","32459","","","Piranga","Vieillot, 1808","","PHY, SEQ","Move Piranga spp. from Thraupidae to Cardinalidae (Burns et al. 2003; Klicka et al. 2007; NACC 2008-B-1, SACC 318).",""
"32460","32460","","Flame-colored Tanager","Piranga bidentata","Swainson, 1827","MA : w Mexico to Panama","","",""
"32461","32461","","","    P. b. bidentata","Swainson, 1827","sw USA and nw, c Mexico","","",""
"32462","32462","","","    P. b. flammea","Ridgway, 1887","w Mexico","","",""
"32463","32463","","","    P. b. sanguinolenta","Lafresnaye, 1839","e Mexico to El Salvador","","",""
"32464","32464","","","    P. b. citrea","Van Rossem, 1934","Costa Rica and Panama","","",""
"32465","32465","","Tooth-billed Tanager","Piranga lutea","(Lesson, R, 1834)","MA, SA : Costa Rica to Bolivia","AS","Piranga lutea is split from P. hepatica (Ridgely &amp; Greenfield 2001; Burns et al. 2003); SACC needs proposal; revisit English name.",""
"32466","32466","","","    P. l. testacea","Sclater, PL &amp; Salvin, 1868","Costa Rica and Panama","","",""
"32467","32467","","","    P. l. lutea","(Lesson, R, 1834)","sw Colombia to wc Bolivia","","",""
"32468","32468","","","    P. l. desidiosa","Bangs &amp; Noble, 1918","wc Colombia","","",""
"32469","32469","","","    P. l. toddi","Parkes, 1969","c Colombia","","",""
"32470","32470","","","    P. l. faceta","Bangs, 1898","Trinidad, n Colombia and n Venezuela","","",""
"32471","32471","","","    P. l. haemalea","Salvin &amp; Godman, 1883","s Venezuela, the Guianas and n Brazil","","",""
"32472","32472","","Red Tanager","Piranga flava","(Vieillot, 1822)","SA : s Guyana through e Brazil to Argentina","AS","Piranga flava is split from P. hepatica (Ridgely &amp; Greenfield 2001; Burns et al. 2003); SACC needs proposal; revisit English name.",""
"32473","32473","","","    P. f. flava","(Vieillot, 1822)","se Bolivia to Uruguay and c Argentina","","",""
"32474","32474","","","    P. f. macconnelli","Chubb, C, 1921","s Guyana, s Suriname and n Brazil","","",""
"32475","32475","","","    P. f. saira","(Spix, 1825)","e, s Brazil","","",""
"32476","32476","","","    P. f. rosacea","Todd, 1922","e Bolivia","","",""
"32477","32477","","Hepatic Tanager","Piranga hepatica","Swainson, 1827","NA, MA : w USA to Nicaragua","","",""
"32478","32478","","","    P. h. hepatica","Swainson, 1827","sw USA to sw Mexico","","",""
"32479","32479","","","    P. h. dextra","Bangs, 1907","s USA to e Mexico","","",""
